Date,ET_mm_ensemble,ET_mm_eemetric,ET_mm_ssebop,ET_mm_sims,ET_mm_ptjpl,ET_mm_disalexi,ET_mm_geesebal,precip_mm_gridmet,ETo_mm_gridmet,NDVI
2021-09-17T00:00:00Z,3.277,3.304,3.825,2.924,1.873,3.666,1.07,0,3.673,0.603
2021-09-18T00:00:00Z,3.637,3.473,4.212,3.046,1.834,4.326,0.855,0,3.907,0.587
2021-09-19T00:00:00Z,4.325,3.917,4.972,3.404,1.913,5.424,0.652,0.217,4.459,0.571
2021-09-20T00:00:00Z,4.471,3.846,5.105,3.31,1.722,5.875,0.327,0,4.431,0.556
2021-09-21T00:00:00Z,2.966,2.426,3.365,2.068,0.986,4.061,0.004,0,2.83,0.54
2021-09-22T00:00:00Z,3.438,2.826,3.896,2.431,1.199,4.662,0.076,0,3.336,0.538
2021-09-23T00:00:00Z,4.706,3.886,5.328,3.376,1.723,6.319,0.207,0,4.646,0.537
2021-09-24T00:00:00Z,3.443,2.857,3.893,2.507,1.321,4.574,0.229,0,3.459,0.536
2021-09-25T00:00:00Z,3.611,3.012,4.078,2.669,1.452,4.746,0.325,0,3.693,0.535
2021-09-26T00:00:00Z,6.755,5.664,7.62,5.071,2.846,8.776,0.771,0,7.036,0.533
2021-09-27T00:00:00Z,5.359,4.517,6.037,4.087,2.364,6.879,0.747,0,5.686,0.532
2021-09-28T00:00:00Z,4.375,3.708,4.922,3.39,2.019,5.545,0.724,0,4.73,0.531
2021-09-29T00:00:00Z,3.006,2.562,3.377,2.368,1.451,3.759,0.579,4.431,3.313,0.53
2021-09-30T00:00:00Z,1.627,1.395,1.825,1.303,0.822,2.007,0.359,4.658,1.829,0.529
2021-10-01T00:00:00Z,1.878,1.62,2.104,1.53,0.992,2.282,0.469,0,2.153,0.527
2021-10-02T00:00:00Z,2.004,1.74,2.241,1.662,1.106,2.397,0.562,0,2.345,0.526
2021-10-03T00:00:00Z,2.887,2.523,3.224,2.438,1.666,3.397,0.902,0,3.45,0.525
2021-10-04T00:00:00Z,2.95,2.596,3.289,2.538,1.78,3.41,1.019,0,3.601,0.524
2021-10-05T00:00:00Z,2.628,2.329,2.925,2.304,1.657,2.982,0.999,0,3.278,0.522
2021-10-06T00:00:00Z,1.614,1.44,1.792,1.442,1.063,1.794,0.672,0,2.058,0.521
2021-10-07T00:00:00Z,2.447,2.201,2.713,2.231,1.686,2.664,1.111,0,3.192,0.52
2021-10-08T00:00:00Z,2.954,2.678,3.268,2.748,2.127,3.143,1.458,0,3.944,0.519
2021-10-09T00:00:00Z,4.213,3.85,4.65,4.002,3.171,4.375,2.254,0,5.76,0.517
2021-10-10T00:00:00Z,1.951,1.798,2.148,1.894,1.535,1.973,1.129,25.503,2.733,0.516
2021-10-11T00:00:00Z,2.693,2.505,2.959,2.673,2.216,2.648,1.682,0.607,3.869,0.515
2021-10-12T00:00:00Z,2.872,2.695,3.147,2.915,2.472,2.738,1.931,16.61,4.232,0.514
2021-10-13T00:00:00Z,1.86,1.763,2.033,1.933,1.675,1.715,1.345,0,2.814,0.513
2021-10-14T00:00:00Z,1.827,1.749,1.991,1.945,1.722,1.624,1.419,0,2.839,0.511
2021-10-15T00:00:00Z,1.699,1.643,1.846,1.854,1.677,1.45,1.415,0,2.714,0.51
2021-10-16T00:00:00Z,1.868,1.827,2.023,2.091,1.932,1.526,1.668,0,3.071,0.509
2021-10-17T00:00:00Z,2.184,2.133,2.325,2.397,2.309,1.809,1.946,0,3.621,0.5
2021-10-18T00:00:00Z,2.45,2.389,2.561,2.633,2.647,2.058,2.178,0,4.096,0.491
2021-10-19T00:00:00Z,2.56,2.492,2.626,2.693,2.826,2.18,2.271,0,4.318,0.482
2021-10-20T00:00:00Z,1.366,1.328,1.375,1.405,1.541,1.18,1.21,0,2.325,0.474
2021-10-21T00:00:00Z,1.36,1.32,1.342,1.367,1.568,1.192,1.202,0,2.335,0.465
2021-10-22T00:00:00Z,1.695,1.643,1.637,1.663,1.996,1.506,1.494,0,2.935,0.456
2021-10-23T00:00:00Z,1.308,1.266,1.236,1.251,1.574,1.18,1.15,0.876,2.286,0.447
2021-10-24T00:00:00Z,1.032,0.997,0.953,0.961,1.268,0.944,0.905,0,1.819,0.438
2021-10-25T00:00:00Z,0.921,0.888,0.831,0.835,1.157,0.855,0.806,0,1.639,0.429
2021-10-26T00:00:00Z,1.629,1.568,1.434,1.434,2.089,1.533,1.422,22.268,2.925,0.42
2021-10-27T00:00:00Z,0.573,0.551,0.492,0.489,0.751,0.548,0.499,30.484,1.039,0.412
2021-10-28T00:00:00Z,0.141,0.135,0.117,0.116,0.188,0.136,0.122,0,0.257,0.403
2021-10-29T00:00:00Z,0.186,0.178,0.151,0.148,0.254,0.183,0.161,0,0.343,0.394
2021-10-30T00:00:00Z,0.276,0.264,0.218,0.213,0.385,0.275,0.238,0,0.514,0.385
2021-10-31T00:00:00Z,1.138,1.086,0.87,0.846,1.622,1.153,0.981,0,2.143,0.376
2021-11-01T00:00:00Z,0.544,0.518,0.403,0.388,0.792,0.559,0.468,0,1.035,0.367
2021-11-02T00:00:00Z,0.564,0.536,0.403,0.386,0.838,0.589,0.484,0,1.084,0.359
2021-11-03T00:00:00Z,0.745,0.706,0.514,0.487,1.13,0.789,0.636,0,1.445,0.35
2021-11-04T00:00:00Z,0.779,0.737,0.516,0.485,1.206,0.837,0.663,0,1.525,0.341
2021-11-05T00:00:00Z,1.146,1.082,0.73,0.678,1.812,1.251,0.973,0,2.268,0.332
2021-11-06T00:00:00Z,1.27,1.196,0.774,0.711,2.05,1.407,1.075,0,2.539,0.323
2021-11-07T00:00:00Z,1.843,1.733,1.072,0.971,3.039,2.074,1.556,0,3.723,0.314
2021-11-08T00:00:00Z,0.988,0.927,0.547,0.488,1.664,1.129,0.831,0,2.017,0.306
2021-11-09T00:00:00Z,0.832,0.789,0.471,0.418,1.392,0.944,0.692,0,1.737,0.306
2021-11-10T00:00:00Z,0.407,0.391,0.236,0.209,0.677,0.459,0.335,38.664,0.87,0.306
2021-11-11T00:00:00Z,1.036,1.007,0.616,0.542,1.712,1.161,0.84,0,2.268,0.306
2021-11-12T00:00:00Z,0.648,0.639,0.396,0.346,1.065,0.722,0.519,0,1.456,0.306
2021-11-13T00:00:00Z,0.706,0.705,0.442,0.385,1.151,0.78,0.557,1.981,1.625,0.306
2021-11-14T00:00:00Z,0.828,0.838,0.533,0.462,1.339,0.907,0.643,0,1.955,0.306
2021-11-15T00:00:00Z,1.141,1.172,0.755,0.651,1.83,1.239,0.871,0,2.768,0.306
2021-11-16T00:00:00Z,1.029,1.074,0.7,0.601,1.637,1.108,0.772,0,2.567,0.306
2021-11-17T00:00:00Z,0.685,0.726,0.48,0.41,1.08,0.73,0.504,0,1.757,0.307
2021-11-18T00:00:00Z,0.672,0.724,0.485,0.412,1.049,0.709,0.485,0,1.775,0.307
2021-11-19T00:00:00Z,1.004,1.1,0.746,0.631,1.55,1.048,0.708,0,2.73,0.307
2021-11-20T00:00:00Z,0.547,0.611,0.42,0.354,0.836,0.564,0.377,0,1.535,0.307
2021-11-21T00:00:00Z,0.611,0.694,0.484,0.405,0.921,0.622,0.409,0,1.768,0.307
2021-11-22T00:00:00Z,0.551,0.638,0.451,0.376,0.82,0.553,0.358,0,1.647,0.307
2021-11-23T00:00:00Z,1.178,1.394,0.999,0.829,1.729,1.165,0.742,0,3.644,0.307
2021-11-24T00:00:00Z,0.73,0.882,0.641,0.529,1.054,0.71,0.443,0,2.337,0.307
2021-11-25T00:00:00Z,0.387,0.479,0.353,0.29,0.55,0.37,0.226,0,1.285,0.307
2021-11-26T00:00:00Z,0.783,0.991,0.742,0.606,1.092,0.733,0.437,0,2.699,0.308
2021-11-27T00:00:00Z,0.689,0.894,0.679,0.552,0.941,0.632,0.366,0,2.47,0.308
2021-11-28T00:00:00Z,0.384,0.512,0.394,0.319,0.513,0.344,0.192,0,1.434,0.308
2021-11-29T00:00:00Z,0.629,0.862,0.674,0.543,0.819,0.548,0.294,0,2.449,0.308
2021-11-30T00:00:00Z,0.224,0.317,0.252,0.202,0.284,0.19,0.097,0,0.913,0.308
2021-12-01T00:00:00Z,0.454,0.662,0.534,0.426,0.557,0.371,0.179,0,1.937,0.308
2021-12-02T00:00:00Z,0.579,0.872,0.715,0.567,0.685,0.455,0.203,0,2.591,0.308
2021-12-03T00:00:00Z,0.448,0.292,0.6,0.222,0.928,0.617,0.193,0,1.835,0.241
2021-12-04T00:00:00Z,0.287,0.191,0.39,0.148,0.579,0.418,0.124,0,1.193,0.243
2021-12-05T00:00:00Z,0.439,0.296,0.602,0.235,0.858,0.675,0.19,0,1.846,0.245
2021-12-06T00:00:00Z,0.304,0.209,0.422,0.169,0.576,0.493,0.132,0,1.295,0.247
2021-12-07T00:00:00Z,0.361,0.252,0.507,0.209,0.662,0.616,0.157,0,1.56,0.25
2021-12-08T00:00:00Z,0.484,0.345,0.689,0.291,0.858,0.87,0.211,0,2.122,0.252
2021-12-09T00:00:00Z,0.516,0.374,0.744,0.322,0.881,0.974,0.226,0,2.294,0.254
2021-12-10T00:00:00Z,0.674,0.498,0.984,0.436,1.106,1.336,0.296,0,3.039,0.256
2021-12-11T00:00:00Z,0.406,0.306,0.6,0.273,0.638,0.843,0.179,0,1.857,0.258
2021-12-12T00:00:00Z,0.593,0.455,0.889,0.413,0.891,1.291,0.262,0,2.753,0.26
2021-12-13T00:00:00Z,0.37,0.289,0.562,0.267,0.529,0.843,0.164,0,1.743,0.263
2021-12-14T00:00:00Z,0.47,0.375,0.725,0.352,0.638,1.123,0.209,0,2.252,0.265
2021-12-15T00:00:00Z,0.632,0.514,0.987,0.491,0.807,1.577,0.282,4.795,3.072,0.267
2021-12-16T00:00:00Z,0.26,0.216,0.412,0.209,0.312,0.678,0.117,0,1.285,0.269
2021-12-17T00:00:00Z,0.284,0.241,0.457,0.237,0.317,0.774,0.128,0,1.426,0.271
2021-12-18T00:00:00Z,0.054,0.047,0.088,0.047,0.056,0.154,0.024,0,0.275,0.273
2021-12-19T00:00:00Z,0.212,0.187,0.352,0.19,0.2,0.63,0.096,0,1.101,0.275
2021-12-20T00:00:00Z,0.236,0.211,0.353,0.2,0.203,0.63,0.098,0,1.123,0.277
2021-12-21T00:00:00Z,0.25,0.228,0.341,0.201,0.198,0.606,0.096,0,1.101,0.278
2021-12-22T00:00:00Z,0.452,0.418,0.566,0.349,0.331,1.002,0.162,0,1.857,0.279
2021-12-23T00:00:00Z,0.472,0.441,0.544,0.349,0.321,0.959,0.158,0,1.814,0.281
2021-12-24T00:00:00Z,0.636,0.6,0.677,0.453,0.403,1.188,0.2,0,2.294,0.282
2021-12-25T00:00:00Z,0.27,0.257,0.266,0.186,0.16,0.465,0.08,0,0.918,0.283
2021-12-26T00:00:00Z,0.758,0.727,0.695,0.506,0.421,1.209,0.212,0,2.436,0.285
2021-12-27T00:00:00Z,0.512,0.494,0.437,0.332,0.268,0.757,0.136,0,1.56,0.286
2021-12-28T00:00:00Z,0.57,0.553,0.455,0.359,0.281,0.784,0.143,0,1.652,0.287
2021-12-29T00:00:00Z,0.24,0.235,0.18,0.148,0.112,0.308,0.058,0,0.664,0.289
2021-12-30T00:00:00Z,0.432,0.424,0.303,0.259,0.191,0.516,0.099,0,1.14,0.29
2021-12-31T00:00:00Z,0.235,0.232,0.155,0.138,0.099,0.263,0.052,1.508,0.595,0.291
2022-01-01T00:00:00Z,0.037,0.036,0.023,0.021,0.015,0.038,0.008,5.916,0.089,0.293
2022-01-02T00:00:00Z,0.153,0.152,0.09,0.087,0.059,0.15,0.031,0,0.357,0.294
2022-01-03T00:00:00Z,0.634,0.632,0.35,0.352,0.231,0.581,0.123,0,1.42,0.295
2022-01-04T00:00:00Z,0.553,0.543,0.352,0.318,0.219,0.53,0.106,0,1.33,0.294
2022-01-05T00:00:00Z,0.077,0.074,0.057,0.046,0.033,0.077,0.015,1.286,0.2,0.293
2022-01-06T00:00:00Z,0.158,0.149,0.135,0.099,0.076,0.168,0.03,0.465,0.447,0.292
2022-01-07T00:00:00Z,0.238,0.219,0.236,0.158,0.126,0.269,0.045,0,0.736,0.291
2022-01-08T00:00:00Z,0.272,0.241,0.314,0.191,0.161,0.328,0.05,0,0.925,0.29
2022-01-09T00:00:00Z,0.17,0.145,0.231,0.128,0.114,0.222,0.031,0,0.646,0.289
2022-01-10T00:00:00Z,0.29,0.234,0.471,0.237,0.223,0.416,0.051,0,1.25,0.288
2022-01-11T00:00:00Z,0.527,0.393,1.032,0.474,0.472,0.841,0.091,0,2.611,0.287
2022-01-12T00:00:00Z,0.377,0.343,0.688,0.32,0.34,0.599,0.133,0,1.807,0.284
2022-01-13T00:00:00Z,0.404,0.43,0.686,0.324,0.366,0.638,0.211,0,1.875,0.28
2022-01-14T00:00:00Z,0.259,0.312,0.408,0.196,0.235,0.407,0.176,3.116,1.163,0.277
2022-01-15T00:00:00Z,0.02,0.027,0.03,0.015,0.019,0.032,0.017,0.453,0.089,0.274
2022-01-16T00:00:00Z,0.249,0.365,0.338,0.168,0.227,0.387,0.241,0,1.052,0.27
2022-01-17T00:00:00Z,0.365,0.579,0.459,0.233,0.334,0.565,0.402,0,1.498,0.267
2022-01-18T00:00:00Z,0.475,0.808,0.552,0.286,0.437,0.732,0.583,0,1.896,0.264
2022-01-19T00:00:00Z,0.11,0.199,0.118,0.063,0.101,0.169,0.148,0,0.427,0.26
2022-01-20T00:00:00Z,0.189,0.36,0.187,0.102,0.175,0.289,0.275,0,0.714,0.257
2022-01-21T00:00:00Z,0.306,0.615,0.279,0.156,0.284,0.467,0.479,0,1.13,0.254
2022-01-22T00:00:00Z,0.505,1.06,0.421,0.243,0.47,0.768,0.842,0,1.817,0.251
2022-01-23T00:00:00Z,0.436,0.952,0.332,0.198,0.406,0.66,0.768,0,1.529,0.247
2022-01-24T00:00:00Z,0.426,0.967,0.295,0.182,0.398,0.644,0.79,0,1.461,0.244
2022-01-25T00:00:00Z,0.213,0.501,0.134,0.086,0.2,0.321,0.414,0,0.714,0.241
2022-01-26T00:00:00Z,0.467,1.132,0.263,0.177,0.438,0.702,0.946,0,1.528,0.237
2022-01-27T00:00:00Z,0.453,1.131,0.228,0.162,0.426,0.679,0.954,0,1.45,0.234
2022-01-28T00:00:00Z,0.348,0.748,0.157,0.111,0.277,0.466,0.662,0,0.982,0.235
2022-01-29T00:00:00Z,0.972,1.823,0.399,0.282,0.664,1.179,1.692,0,2.453,0.236
2022-01-30T00:00:00Z,0.691,1.142,0.26,0.184,0.409,0.767,1.113,0,1.577,0.238
2022-01-31T00:00:00Z,1.513,2.226,0.528,0.373,0.78,1.553,2.275,0,3.153,0.239
2022-02-01T00:00:00Z,0.64,0.843,0.209,0.147,0.289,0.611,0.904,5.399,1.226,0.24
2022-02-02T00:00:00Z,0.28,0.332,0.086,0.06,0.111,0.25,0.374,1.547,0.496,0.241
2022-02-03T00:00:00Z,0.645,0.693,0.187,0.131,0.227,0.544,0.82,0,1.066,0.242
2022-02-04T00:00:00Z,0.815,0.795,0.224,0.157,0.253,0.651,0.989,0,1.258,0.244
2022-02-05T00:00:00Z,1.246,1.284,0.367,0.257,0.386,1.064,1.63,0,2.034,0.245
2022-02-06T00:00:00Z,1.037,1.131,0.328,0.23,0.32,0.95,1.468,0,1.796,0.246
2022-02-07T00:00:00Z,1.348,1.563,0.461,0.322,0.414,1.33,2.071,0,2.486,0.247
2022-02-08T00:00:00Z,1.54,1.905,0.57,0.398,0.471,1.642,2.576,0,3.034,0.248
2022-02-09T00:00:00Z,1.399,1.855,0.563,0.392,0.425,1.62,2.56,0,2.959,0.25
2022-02-10T00:00:00Z,1.041,1.488,0.459,0.319,0.314,1.316,2.095,0,2.378,0.251
2022-02-11T00:00:00Z,0.802,1.244,0.389,0.27,0.24,1.114,1.786,0,1.99,0.252
2022-02-12T00:00:00Z,0.554,0.939,0.298,0.207,0.164,0.852,1.375,0,1.506,0.253
2022-02-13T00:00:00Z,0.529,0.997,0.306,0.214,0.182,0.794,1.251,0,1.55,0.254
2022-02-14T00:00:00Z,0.683,1.44,0.426,0.301,0.275,0.996,1.523,0,2.172,0.255
2022-02-15T00:00:00Z,1.337,3.173,0.908,0.645,0.629,1.882,2.765,0,4.647,0.255
2022-02-16T00:00:00Z,0.446,1.202,0.333,0.238,0.247,0.601,0.837,0,1.711,0.256
2022-02-17T00:00:00Z,0.378,1.165,0.312,0.226,0.247,0.481,0.618,0,1.614,0.256
2022-02-18T00:00:00Z,0.603,2.156,0.56,0.408,0.47,0.71,0.805,0,2.906,0.257
2022-02-19T00:00:00Z,0.399,1.68,0.423,0.311,0.376,0.421,0.378,0,2.207,0.258
2022-02-20T00:00:00Z,0.687,3.487,0.852,0.63,0.8,0.613,0.291,0,4.464,0.258
2022-02-21T00:00:00Z,0.513,2.394,0.582,0.451,0.585,0.453,0.261,0,3.228,0.257
2022-02-22T00:00:00Z,0.12,0.513,0.124,0.101,0.134,0.105,0.071,0,0.731,0.256
2022-02-23T00:00:00Z,0.179,0.706,0.17,0.145,0.197,0.156,0.12,0,1.066,0.254
2022-02-24T00:00:00Z,0.088,0.316,0.075,0.068,0.095,0.076,0.065,0.376,0.507,0.253
2022-02-25T00:00:00Z,0.172,0.565,0.134,0.129,0.183,0.147,0.139,0,0.969,0.252
2022-02-26T00:00:00Z,0.285,0.849,0.199,0.205,0.298,0.242,0.248,0,1.561,0.25
2022-02-27T00:00:00Z,0.503,1.352,0.314,0.348,0.516,0.423,0.469,0,2.679,0.249
2022-02-28T00:00:00Z,0.692,1.672,0.383,0.461,0.7,0.579,0.685,0,3.596,0.248
2022-03-01T00:00:00Z,0.972,1.909,0.643,0.521,0.943,0.675,1.207,0,4.071,0.246
2022-03-02T00:00:00Z,1.279,2.123,0.94,0.573,1.206,0.766,1.807,0,4.489,0.244
2022-03-03T00:00:00Z,0.977,1.407,0.77,0.375,0.901,0.518,1.5,0,2.95,0.243
2022-03-04T00:00:00Z,1.608,2.049,1.33,0.541,1.459,0.768,2.618,0,4.259,0.241
2022-03-05T00:00:00Z,1.793,2.052,1.539,0.536,1.606,0.783,3.049,0.297,4.231,0.24
2022-03-06T00:00:00Z,0.641,0.667,0.566,0.172,0.568,0.259,1.127,11.51,1.363,0.238
2022-03-07T00:00:00Z,0.628,0.599,0.567,0.153,0.551,0.237,1.134,0.061,1.216,0.237
2022-03-08T00:00:00Z,1.011,0.893,0.931,0.226,0.882,0.359,1.867,0,1.798,0.235
2022-03-09T00:00:00Z,0.726,0.664,0.656,0.165,0.645,0.267,1.347,5.857,1.309,0.236
2022-03-10T00:00:00Z,0.267,0.254,0.237,0.062,0.242,0.102,0.499,3.487,0.49,0.236
2022-03-11T00:00:00Z,0.603,0.593,0.524,0.142,0.558,0.24,1.133,0.037,1.122,0.237
2022-03-12T00:00:00Z,1.022,1.041,0.869,0.245,0.965,0.423,1.933,0,1.933,0.237
2022-03-13T00:00:00Z,2.189,2.311,1.82,0.534,2.111,0.941,4.169,0,4.208,0.238
2022-03-14T00:00:00Z,1.34,1.465,1.088,0.333,1.32,0.598,2.569,0,2.619,0.238
2022-03-15T00:00:00Z,1.412,1.599,1.117,0.357,1.42,0.654,2.726,0,2.806,0.239
2022-03-16T00:00:00Z,2.327,2.731,1.793,0.6,2.392,1.12,4.526,0,4.705,0.239
2022-03-17T00:00:00Z,1.304,1.585,0.977,0.343,1.37,0.651,2.555,7.016,2.683,0.24
2022-03-18T00:00:00Z,0.873,1.099,0.634,0.234,0.937,0.453,1.723,2.122,1.828,0.241
2022-03-19T00:00:00Z,1.535,2.003,1.08,0.42,1.686,0.826,3.055,0,3.273,0.241
2022-03-20T00:00:00Z,2.78,3.756,1.888,0.776,3.123,1.552,5.576,0,6.036,0.242
2022-03-21T00:00:00Z,1.282,1.794,0.839,0.365,1.473,0.743,2.593,30.036,2.836,0.242
2022-03-22T00:00:00Z,0.475,0.689,0.299,0.138,0.559,0.286,0.969,14.854,1.071,0.243
2022-03-23T00:00:00Z,0.778,1.169,0.468,0.231,0.937,0.486,1.601,0.411,1.788,0.243
2022-03-24T00:00:00Z,0.718,1.118,0.412,0.218,0.886,0.465,1.491,0,1.683,0.244
2022-03-25T00:00:00Z,1.173,1.893,0.638,0.364,1.483,0.789,2.458,0,2.806,0.244
2022-03-26T00:00:00Z,1.154,1.93,0.592,0.366,1.495,0.806,2.441,0,2.817,0.245
2022-03-27T00:00:00Z,1.183,2.051,0.57,0.384,1.572,0.858,2.528,0,2.95,0.245
2022-03-28T00:00:00Z,1.424,2.561,0.639,0.473,1.941,1.073,3.073,0,3.627,0.246
2022-03-29T00:00:00Z,1.955,3.646,0.809,0.665,2.736,1.53,4.264,3.598,5.09,0.246
2022-03-30T00:00:00Z,0.339,0.656,0.128,0.118,0.487,0.276,0.748,0,0.903,0.247
2022-03-31T00:00:00Z,0.927,1.861,0.315,0.331,1.368,0.783,2.067,0,2.525,0.247
2022-04-01T00:00:00Z,1.383,2.884,0.416,0.507,2.099,1.215,3.121,0,3.858,0.248
2022-04-02T00:00:00Z,1.199,2.375,0.384,0.476,1.849,1.112,2.6,0,3.627,0.248
2022-04-03T00:00:00Z,1.091,2.026,0.374,0.472,1.713,1.074,2.253,0,3.604,0.248
2022-04-04T00:00:00Z,0.971,1.658,0.36,0.461,1.557,1.023,1.882,0,3.531,0.248
2022-04-05T00:00:00Z,0.869,1.326,0.352,0.458,1.43,0.99,1.552,0.16,3.52,0.248
2022-04-06T00:00:00Z,1.045,1.356,0.468,0.62,1.775,1.302,1.665,0,4.772,0.248
2022-04-07T00:00:00Z,0.638,0.64,0.321,0.433,1.127,0.884,0.858,0.16,3.34,0.248
2022-04-08T00:00:00Z,0.652,0.395,0.376,0.517,1.211,1.024,0.659,0,3.997,0.248
2022-04-09T00:00:00Z,0.691,0.031,0.47,0.659,1.372,1.265,0.372,0,5.107,0.248
2022-04-10T00:00:00Z,0.794,0.064,0.54,0.736,1.547,1.435,0.389,0,5.44,0.252
2022-04-11T00:00:00Z,0.639,0.071,0.434,0.578,1.226,1.142,0.287,0,4.081,0.255
2022-04-12T00:00:00Z,1.169,0.162,0.794,1.033,2.208,2.066,0.481,3.821,6.985,0.259
2022-04-13T00:00:00Z,0.57,0.093,0.387,0.493,1.063,0.998,0.216,0,3.2,0.263
2022-04-14T00:00:00Z,0.856,0.157,0.58,0.727,1.578,1.487,0.3,0,4.537,0.266
2022-04-15T00:00:00Z,0.655,0.133,0.444,0.547,1.195,1.129,0.213,0,3.285,0.27
2022-04-16T00:00:00Z,0.764,0.168,0.517,0.628,1.38,1.309,0.231,0,3.637,0.274
2022-04-17T00:00:00Z,0.442,0.104,0.299,0.359,0.792,0.753,0.124,0,2.004,0.278
2022-04-18T00:00:00Z,0.772,0.192,0.523,0.618,1.373,1.309,0.203,0,3.34,0.281
2022-04-19T00:00:00Z,0.933,0.244,0.632,0.738,1.647,1.573,0.229,0,3.858,0.285
2022-04-20T00:00:00Z,0.971,0.265,0.657,0.76,1.703,1.63,0.223,0.352,3.845,0.289
2022-04-21T00:00:00Z,1.423,0.403,0.963,1.102,2.48,2.378,0.307,0,5.406,0.292
2022-04-22T00:00:00Z,1.699,0.498,1.149,1.303,2.944,2.828,0.343,0,6.203,0.296
2022-04-23T00:00:00Z,1.791,0.542,1.211,1.362,3.087,2.971,0.34,0.553,6.295,0.3
2022-04-24T00:00:00Z,1.371,0.426,0.927,1.034,2.351,2.266,0.244,0,4.644,0.303
2022-04-25T00:00:00Z,1.226,0.391,0.829,0.917,2.093,2.02,0.206,0,4.008,0.307
2022-04-26T00:00:00Z,1.675,0.613,1.148,1.347,2.779,2.629,0.418,0,5.216,0.32
2022-04-27T00:00:00Z,2.474,1.011,1.715,2.113,3.994,3.704,0.802,0,7.349,0.334
2022-04-28T00:00:00Z,2.231,0.999,1.564,2.009,3.513,3.196,0.875,0.172,6.339,0.347
2022-04-29T00:00:00Z,1.852,0.896,1.311,1.746,2.847,2.541,0.842,23.543,5.04,0.361
2022-04-30T00:00:00Z,1.526,0.788,1.09,1.498,2.294,2.01,0.781,0,3.986,0.374
2022-05-01T00:00:00Z,1.844,1.008,1.328,1.876,2.714,2.335,1.041,0.433,4.63,0.387
2022-05-02T00:00:00Z,0.402,0.231,0.291,0.422,0.579,0.49,0.246,17.608,0.971,0.401
2022-05-03T00:00:00Z,1.038,0.624,0.758,1.122,1.469,1.22,0.684,0,2.419,0.414
2022-05-04T00:00:00Z,0.767,0.48,0.564,0.852,1.067,0.871,0.538,13.95,1.727,0.428
2022-05-05T00:00:00Z,0.69,0.447,0.511,0.785,0.944,0.757,0.511,25.011,1.501,0.441
2022-05-06T00:00:00Z,1.362,0.912,1.013,1.583,1.833,1.446,1.059,0.5,2.866,0.454
2022-05-07T00:00:00Z,2.323,1.601,1.737,2.753,3.078,2.39,1.886,0,4.735,0.468
2022-05-08T00:00:00Z,2.338,1.655,1.757,2.823,3.054,2.333,1.975,0,4.621,0.481
2022-05-09T00:00:00Z,4.345,3.152,3.279,5.336,5.596,4.207,3.802,0,8.333,0.495
2022-05-10T00:00:00Z,3.329,2.47,2.523,4.153,4.231,3.131,3.009,0,6.201,0.508
2022-05-11T00:00:00Z,3.365,2.55,2.56,4.26,4.223,3.077,3.133,0,6.094,0.522
2022-05-12T00:00:00Z,4.278,3.29,3.325,5.277,5.234,4.005,3.986,0.103,7.406,0.534
2022-05-13T00:00:00Z,2.787,2.172,2.208,3.355,3.329,2.664,2.599,0,4.621,0.547
2022-05-14T00:00:00Z,3.443,2.717,2.776,4.051,4.022,3.355,3.213,3.171,5.478,0.56
2022-05-15T00:00:00Z,2.069,1.65,1.694,2.382,2.366,2.051,1.931,13.196,3.163,0.572
2022-05-16T00:00:00Z,3.356,2.704,2.788,3.786,3.762,3.379,3.135,0,4.939,0.585
2022-05-17T00:00:00Z,4.105,3.339,3.455,4.542,4.516,4.192,3.836,29.186,5.824,0.598
2022-05-18T00:00:00Z,3.599,2.953,3.066,3.91,3.889,3.724,3.365,0,4.928,0.611
2022-05-19T00:00:00Z,4.148,3.431,3.574,4.429,4.407,4.344,3.881,0,5.489,0.623
2022-05-20T00:00:00Z,2.868,2.39,2.497,3.013,2.999,3.038,2.684,0,3.672,0.636
2022-05-21T00:00:00Z,2.42,2.031,2.127,2.503,2.492,2.59,2.266,0,3.001,0.649
2022-05-22T00:00:00Z,3.48,2.939,3.085,3.544,3.531,3.76,3.259,0,4.182,0.662
2022-05-23T00:00:00Z,2.967,2.52,2.652,2.978,2.968,3.234,2.779,3.979,3.46,0.674
2022-05-24T00:00:00Z,1.296,1.107,1.168,1.284,1.28,1.425,1.215,18.235,1.468,0.687
2022-05-25T00:00:00Z,1.27,1.091,1.153,1.241,1.238,1.407,1.191,41.289,1.398,0.7
2022-05-26T00:00:00Z,2.353,2.031,2.15,2.271,2.265,2.626,2.206,0,2.52,0.713
2022-05-27T00:00:00Z,5.001,4.337,4.599,4.77,4.759,5.62,4.691,0,5.214,0.725
2022-05-28T00:00:00Z,6.379,5.654,5.928,6.1,6.012,7.118,5.979,0,6.65,0.728
2022-05-29T00:00:00Z,7.031,6.366,6.602,6.741,6.56,7.788,6.584,0.172,7.329,0.731
2022-05-30T00:00:00Z,5.366,4.962,5.091,5.158,4.956,5.9,5.021,41.025,5.593,0.734
2022-05-31T00:00:00Z,2.956,2.79,2.834,2.849,2.703,3.227,2.764,6.3,3.081,0.736
2022-06-01T00:00:00Z,1.637,1.576,1.585,1.582,1.481,1.773,1.529,3.229,1.706,0.739
2022-06-02T00:00:00Z,4.678,4.594,4.575,4.532,4.19,5.031,4.366,0,4.876,0.742
2022-06-03T00:00:00Z,5.743,5.751,5.673,5.579,5.091,6.13,5.355,0,5.986,0.745
